corporate_identification_number,company_name,registered_state,date,rank
U72900CT2020PTC009939,CONSTA CLOUD PRIVATE LIMITED,Chattisgarh,2020-01-31,1
U51909CT2020PTC009931,SSTL INDIA PRIVATE LIMITED,Chattisgarh,2020-01-30,2
U51909CT2020PTC009932,MOCHOHAAT MERCHANT PRIVATE LIMITED,Chattisgarh,2020-01-30,2
U85190CT2020PTC009933,DEVI WOMAN AND CHILD HOSPITAL & RESEARCHCENTER PRIVATE LIMITED,Chattisgarh,2020-01-30,2
U74999CT2020PTC009934,SUMIT HEALTHTECH PRIVATE LIMITED,Chattisgarh,2020-01-30,2
U70200CT2020PTC009929,NARAIN ENGINEERING PROJECT INDIA PRIVATELIMITED,Chattisgarh,2020-01-29,3
U51505CT2020OPC009926,RAVINDRAV (OPC) PRIVATE LIMITED,Chattisgarh,2020-01-29,3
U51909CT2020OPC009927,SWIPEWIRE (OPC) PRIVATE LIMITED,Chattisgarh,2020-01-29,3
U51909CT2020PTC009925,BUNDELAS ENTERPRISES PRIVATE LIMITED,Chattisgarh,2020-01-29,3
U51909CT2020PTC009930,MANGAL SHREE PRODUCTS PRIVATE LIMITED,Chattisgarh,2020-01-29,3
U52312CT2020PTC009928,CIRCLE SKINCARE PRIVATE LIMITED,Chattisgarh,2020-01-29,3
U74999CT2020PTC009924,KALYAN FACILITY SOLUTION PRIVATE LIMITED,Chattisgarh,2020-01-29,3
U72200CT2020PTC009920,STERLINGSOUL SOFTWARE SOLUTIONS PRIVATELIMITED,Chattisgarh,2020-01-28,4
U11100CT2020PTC009919,PIRAMAL BIOFUELS PRIVATE LIMITED,Chattisgarh,2020-01-28,4
U25209CT2020PTC009918,SHRI NIRANJANAM INDUSTRIES PRIVATELIMITED,Chattisgarh,2020-01-28,4
U15400CT2020PTC009917,REDTIE CUISINE PRIVATE LIMITED,Chattisgarh,2020-01-28,4
U74999CT2020PTC009922,SHUNJALL COLD STORAGE PRIVATE LIMITED,Chattisgarh,2020-01-28,4
U01100CT2020PTC009916,AADIBHOOMI ORGANIC FOOD & HERBS PRODUCERCOMPANY LIMITED,Chattisgarh,2020-01-27,5
U27320CT2020PTC009910,MAA KUDARGARHI POWER AND ISPAT PRIVATELIMITED,Chattisgarh,2020-01-27,5
U92419CT2020NPL009911,CHHATTISGARH STATE CRICKET SANGH,Chattisgarh,2020-01-27,5
U52609CT2020PTC009915,RAMAYA VEG16 PRIVATE LIMITED,Chattisgarh,2020-01-27,5
U52335CT2020PTC009913,IRON2KING DOT ONLINE MARKETING PRIVATELIMITED,Chattisgarh,2020-01-27,5
U45500CT2020PTC009914,BASTAR BRICKSTONE PRIVATE LIMITED,Chattisgarh,2020-01-27,5
U74999CT2020OPC009912,KANCHANDAS AND SONS (OPC) PRIVATELIMITED,Chattisgarh,2020-01-27,5
U17299DN2020PTC005595,JSD INDUSTRIES PRIVATE LIMITED,Dadra and Nagra Haveli,2020-01-21,1
U45500DN2020PTC005594,PUJASHREE CONSTRUCTIONS & INDUSTRIALPRIVATE LIMITED,Dadra and Nagra Haveli,2020-01-20,2
U17300DN2019PTC005592,DEVPRIYAJI TEXTILES PRIVATE LIMITED,Dadra and Nagra Haveli,2019-12-17,3
U52100DN2019PTC005591,VIONIX ELECTRICALS PRIVATE LIMITED,Dadra and Nagra Haveli,2019-12-13,4
U24297DN2019PTC005589,RADHA KRISHNA SURFACTANTS PRIVATELIMITED,Dadra and Nagra Haveli,2019-11-16,5
U17299DN2019PTC005588,SILVASSAGLOBAL SYNTHETICS PRIVATELIMITED,Dadra and Nagra Haveli,2019-11-16,5
U67120DD2020PTC009860,KINDLE BROKING PRIVATE LIMITED,Daman and Diu,2020-01-08,1
U72900DD2019PTC009859,SURJECTIVE TECHNOLOGIES PRIVATE LIMITED,Daman and Diu,2019-12-04,2
U36900DD2019PTC009858,PURE GREENTECH INDUSTRIES PRIVATELIMITED,Daman and Diu,2019-11-21,3
U22190DD2019PTC009857,SECUREPLAST PRIVATE LIMITED,Daman and Diu,2019-11-05,4
U36991DD2019PTC009856,FLAIR WRITING EQUIPMENTS PRIVATE LIMITED,Daman and Diu,2019-11-04,5
U01100DL2020PTC361218,REDIWALA FRESH PRIVATE LIMITED,Delhi,2020-01-31,1
U72900DL2020PTC361168,SOCIALFAIM TECHNOLOGY PRIVATE LIMITED,Delhi,2020-01-31,1
U24110DL2020PTC361225,VICRICS PHARMA PRIVATE LIMITED,Delhi,2020-01-31,1
U72900DL2020PTC361207,HORAFE INFRASTRUCTURE PRIVATE LIMITED,Delhi,2020-01-31,1
U24230DL2020PTC361221,TDS BIOTECH PRIVATE LIMITED,Delhi,2020-01-31,1
U72900DL2020PTC361213,SHOP7 PRIVATE LIMITED,Delhi,2020-01-31,1
U70200DL2020PTC361186,SAM 3INFRAVENTURES PRIVATE LIMITED,Delhi,2020-01-31,1
U74993DL2020PTC361195,WE BROTHERS PRIVATE LIMITED,Delhi,2020-01-31,1
U70109DL2020PTC361210,TALAN DEVELOPERS PRIVATE LIMITED,Delhi,2020-01-31,1
U24302DL2020PTC361182,PINE CLOVE PRIVATE LIMITED,Delhi,2020-01-31,1
U70109DL2020PTC361238,HANISH DIGI SERVICES PRIVATE LIMITED,Delhi,2020-01-31,1
U25209DL2020PTC361216,NEELGIRI POLY PLAST PRIVATE LIMITED,Delhi,2020-01-31,1
U31900DL2020PTC361208,NEC WIRE & CABLES PRIVATE LIMITED,Delhi,2020-01-31,1
U25209DL2020PTC361235,PASHUPATI PACKING PRIVATE LIMITED,Delhi,2020-01-31,1
U74200DL2020PTC361167,ALPHA ENGINEERING AND SYSTEMS PRIVATELIMITED,Delhi,2020-01-31,1
U74999DL2020FTC361189,JAYCON SYSTEMS INDIA PRIVATE LIMITED,Delhi,2020-01-31,1
U63090DL2020PTC361231,MACWHEELS LOGISTICS PRIVATE LIMITED,Delhi,2020-01-31,1
U74999DL2020OPC361196,AK INFRA POWER (OPC) PRIVATE LIMITED,Delhi,2020-01-31,1
U85300DL2020NPL361164,ALL INDIA ASSOCIATION FOR CHILDHOODEDUCATION,Delhi,2020-01-31,1
U74999DL2020PTC361163,HT WATER PURIFYING PRIVATE LIMITED,Delhi,2020-01-31,1
U85300DL2020NPL361166,SROP PAHAL EK PRAYAS FOUNDATION,Delhi,2020-01-31,1
U74999DL2020PTC361169,KEYSHORES WEB PRIVATE LIMITED,Delhi,2020-01-31,1
U85300DL2020NPL361191,PROJECT PARIVARTAN FOUNDATION,Delhi,2020-01-31,1
U74999DL2020PTC361181,DIGITAL SWISS GOLD INDIA PRIVATE LIMITED,Delhi,2020-01-31,1
U85300DL2020PTC361185,BLUE CHIP DIAGNOSTIC PRIVATE LIMITED,Delhi,2020-01-31,1
U74999DL2020PTC361200,IVY ENTERTAINMENT PRIVATE LIMITED,Delhi,2020-01-31,1
U93000DL2020PTC361241,BLUE HAWK IMMIGRATION PRIVATE LIMITED,Delhi,2020-01-31,1
U74999DL2020PTC361204,A2 ENVIROTECH INDIA PRIVATE LIMITED,Delhi,2020-01-31,1
U52609DL2020PTC361220,AUDSY ENGINEERING & MARKETING PRIVATELIMITED,Delhi,2020-01-31,1
U74999DL2020PTC361206,AXIAL SERVICES INDIA PRIVATE LIMITED,Delhi,2020-01-31,1
U55209DL2020PTC361171,PACHYRHIZUS HOSPITALITY SERVICES PRIVATELIMITED,Delhi,2020-01-31,1
U74999DL2020PTC361212,VRISEHIGH PRIVATE LIMITED,Delhi,2020-01-31,1
U80901DL2020FTC361226,GOLEARN EDUCATION INDIA PRIVATE LIMITED,Delhi,2020-01-31,1
U74999DL2020PTC361228,FAIRCUBES PRIVATE LIMITED,Delhi,2020-01-31,1
U80903DL2020PTC361209,QUESBA INFOTECH PRIVATE LIMITED,Delhi,2020-01-31,1
U74999DL2020PTC361237,HARI MEDIA NETWORK PRIVATE LIMITED,Delhi,2020-01-31,1
U80903DL2020PTC361230,FRONTLINE COACHING CENTRE PRIVATELIMITED,Delhi,2020-01-31,1
U15203DL2020PTC361173,MILKISH FARM INDIA PRIVATE LIMITED,Delhi,2020-01-31,1
U85100DL2020OPC361199,ROSE DIALYSIS CENTER (OPC) PRIVATELIMITED,Delhi,2020-01-31,1
U15540DL2020PTC361223,GLOBAL WINGS DISTRIBUTORS AND MARKETINGPRIVATE LIMITED,Delhi,2020-01-31,1
U36100DL2020PTC361236,WOODMETRY PRIVATE LIMITED,Delhi,2020-01-31,1
U60221DL2020PTC361219,TS CARRIERS PRIVATE LIMITED,Delhi,2020-01-31,1
U40106DL2020PTC361202,LR ENERGY KARNAL PRIVATE LIMITED,Delhi,2020-01-31,1
U63000DL2020PTC361180,TPDA TRAVELLERS PRIVATE LIMITED,Delhi,2020-01-31,1
U40106DL2020PTC361239,AMP ENERGY GREEN ONE PRIVATE LIMITED,Delhi,2020-01-31,1
U63030DL2020PTC361193,HEALING INDIA TRAVELS PRIVATE LIMITED,Delhi,2020-01-31,1
U40108DL2020PTC361205,LR ENERGY VRINDAVAN PRIVATE LIMITED,Delhi,2020-01-31,1
U74900DL2020PTC361214,BHOLENATH HYDROPROJECTS PRIVATE LIMITED,Delhi,2020-01-31,1
U15549DL2020PTC361188,FUNTECH BEVERAGES PRIVATE LIMITED,Delhi,2020-01-31,1
U15549DL2020PTC361190,DIBBA ETECH SERVICES PRIVATE LIMITED,Delhi,2020-01-31,1
U15549DL2020PTC361194,HINDFARMS RETAIL (INDIA) PRIVATE LIMITED,Delhi,2020-01-31,1
U15549DL2020PTC361198,SABROSA SERVICES PRIVATE LIMITED,Delhi,2020-01-31,1
U17299DL2020PTC361165,SHRI BALAJI HOSIERY MILLS PRIVATELIMITED,Delhi,2020-01-31,1
U17299DL2020PTC361201,ECOLOGICA FIBRES PRIVATE LIMITED,Delhi,2020-01-31,1
U17299DL2020PTC361233,ACHALA EXPO FAB PRIVATE LIMITED,Delhi,2020-01-31,1
U51909DL2020OPC361229,INTEGRITY ONLINE MARKETING (OPC) PRIVATELIMITED,Delhi,2020-01-31,1
U51909DL2020PTC361175,WOOP INDUSTRIES PRIVATE LIMITED,Delhi,2020-01-31,1
U51909DL2020PTC361177,TIKMET EXIM PRIVATE LIMITED,Delhi,2020-01-31,1
U51909DL2020PTC361178,TEFBELL TRADEX PRIVATE LIMITED,Delhi,2020-01-31,1
U51909DL2020PTC361183,KIMROXE INTERNATIONAL PRIVATE LIMITED,Delhi,2020-01-31,1
U51909DL2020PTC361211,CRIMSON INTERNATIONAL PRIVATE LIMITED,Delhi,2020-01-31,1
U51909DL2020PTC361240,ADONIS VENTURES PRIVATE LIMITED,Delhi,2020-01-31,1
U65999DL2020PTC361203,KEY FINANCIAL SERVICES PRIVATE LIMITED,Delhi,2020-01-31,1
U67100DL2020PTC361184,VSS INVESTCO PRIVATE LIMITED,Delhi,2020-01-31,1
U74110DL2020PTC361227,SHIVSHAMBHO HYDROPROJECTS PRIVATELIMITED,Delhi,2020-01-31,1
U45202DL2020PTC361187,KARYAN CONSTRUCTIONS PRIVATE LIMITED,Delhi,2020-01-31,1
U18109DL2020PTC361170,MYTUS TECHNOLOGIES PRIVATE LIMITED,Delhi,2020-01-31,1
U19202DL2020PTC361179,CENTURY OVERSEAS INDIA PRIVATE LIMITED,Delhi,2020-01-31,1
U21092DL2020PTC361217,PEPPY PAPER PRIVATE LIMITED,Delhi,2020-01-31,1
U22300DL2020PTC361222,DMF PLAY PRIVATE LIMITED,Delhi,2020-01-31,1
U22300DL2020PTC361224,VSQUARE MEDIA PRIVATE LIMITED,Delhi,2020-01-31,1
U22300DL2020PTC361232,IMPIO MEDIA PRIVATE LIMITED,Delhi,2020-01-31,1
U23200DL2020PTC361172,VIHAAN PLASTICISERS PRIVATE LIMITED,Delhi,2020-01-31,1
U52100DL2020OPC361215,CITYNEED INDIA (OPC) PRIVATE LIMITED,Delhi,2020-01-31,1
U52100DL2020PTC361234,BIGNEST CHEMPHARM PRIVATE LIMITED,Delhi,2020-01-31,1
U52310DL2020PTC361197,PUREXA GLOBAL PRIVATE LIMITED,Delhi,2020-01-31,1
U65190DL2020PTC361192,VRM FOREX PRIVATE LIMITED,Delhi,2020-01-31,1
U65990DL2020PTC361174,BS JOLLY FINANCE PRIVATE LIMITED,Delhi,2020-01-31,1
U72500DL2020PTC361176,DUGGAL TECHNOLOGIES PRIVATE LIMITED,Delhi,2020-01-31,1
U24304DL2020PTC361106,AVC PHARMA PRIVATE LIMITED,Delhi,2020-01-30,2
U63040DL2020PTC361124,TABDER LOGISTICS PRIVATE LIMITED,Delhi,2020-01-30,2
U74999DL2020OPC361143,SKS SANTOSH KUMAR SHUKLA SECURITYSERVICES (OPC) PRIVATE LIMITED,Delhi,2020-01-30,2
U63090DL2020PTC361094,WILSTA LOGISTICS PRIVATE LIMITED,Delhi,2020-01-30,2
U74999DL2020PTC361091,REVIRESCO PHARMACEUTICALS PRIVATELIMITED,Delhi,2020-01-30,2
U85310DL2020NPL361115,ONE COIN INDIA FOUNDATION,Delhi,2020-01-30,2
U74999DL2020PTC361099,PADS BUILDERS PRIVATE LIMITED,Delhi,2020-01-30,2
U90000DL2020PTC361144,KALYANI FACILITY MANAGEMENT PRIVATELIMITED,Delhi,2020-01-30,2
U74999DL2020PTC361100,YN VENTURES INDIA PRIVATE LIMITED,Delhi,2020-01-30,2
U92490DL2020PTC361139,GLOWCHORD PRODUCTIONS PRIVATE LIMITED,Delhi,2020-01-30,2
U74999DL2020PTC361102,BASELIFT CONSTRUCTIONS PRIVATE LIMITED,Delhi,2020-01-30,2
U93000DL2020PTC361147,INDOTRANS SHIPPING PRIVATE LIMITED,Delhi,2020-01-30,2
U74999DL2020PTC361103,ECOASPIRE FACILITY MANAGEMENT PRIVATELIMITED,Delhi,2020-01-30,2
U55101DL2020PTC361093,MSC HOSPITALITY PRIVATE LIMITED,Delhi,2020-01-30,2
U74999DL2020PTC361120,SHIBHANSH FACILITY MANAGEMENT SERVICESPRIVATE LIMITED,Delhi,2020-01-30,2
U55209DL2020PTC361146,EASEMY HOLIDAY PRIVATE LIMITED,Delhi,2020-01-30,2
U74999DL2020PTC361121,INTERNITY IMPEX PRIVATE LIMITED,Delhi,2020-01-30,2
U55209DL2020PTC361151,SEASIDE HOSPITALITY PRIVATE LIMITED,Delhi,2020-01-30,2
U74999DL2020PTC361123,HONESTLY VALUE SUPPORT PRIVATE LIMITED,Delhi,2020-01-30,2
U80900DL2020NPL361142,VARNAVAT WELFARE FOUNDATION,Delhi,2020-01-30,2
U74999DL2020PTC361126,KRONIX E SERVICES PRIVATE LIMITED,Delhi,2020-01-30,2
U80902DL2020PTC361089,MAA SHANTI SKILLS PRIVATE LIMITED,Delhi,2020-01-30,2
U74999DL2020PTC361129,NEW MEGA BUSINESS PARK PRIVATE LIMITED,Delhi,2020-01-30,2
U80904DL2020PTC361086,EDURIZON CREATORS SOLUTIONS PRIVATELIMITED,Delhi,2020-01-30,2
U74999DL2020PTC361135,HAWK EYE CERTIFICATIONS PRIVATE LIMITED,Delhi,2020-01-30,2
U80904DL2020PTC361110,MAXWILL EDUCATION HUB PRIVATE LIMITED,Delhi,2020-01-30,2
U74999DL2020PTC361141,MYCUTESTICKONS PRIVATE LIMITED,Delhi,2020-01-30,2
U36900DL2020PTC361145,PINEAPPLE HOMES PRIVATE LIMITED,Delhi,2020-01-30,2
U74999DL2020PTC361153,PROTECHNO MEDIA PRIVATE LIMITED,Delhi,2020-01-30,2
U36999DL2020PTC361101,CLEARLAKE PRIVATE LIMITED,Delhi,2020-01-30,2
U74999DL2020PTC361154,EXLPRO ADVISORY PRIVATE LIMITED,Delhi,2020-01-30,2
U40106DL2020PTC361117,GURDASPUR BIO GAS PRIVATE LIMITED,Delhi,2020-01-30,2
U74999DL2020PTC361157,ACCOUNTWELL CONSULTANTS PRIVATE LIMITED,Delhi,2020-01-30,2
U17299DL2020PTC361095,BIRMI INDIA PRIVATE LIMITED,Delhi,2020-01-30,2
U74999DL2020PTC361160,ANS PETRO PRIVATE LIMITED,Delhi,2020-01-30,2
U51909DL2020PTC361088,ALL 4 U RETAIL PRIVATE LIMITED,Delhi,2020-01-30,2
U74999DL2020PTC361162,PICK HAND MARKETING PRIVATE LIMITED,Delhi,2020-01-30,2
U51909DL2020PTC361097,MANZARA MEDICOS PRIVATE LIMITED,Delhi,2020-01-30,2
U93090DL2020PTC361087,VISIBLE COMMUNICATIONS PRIVATE LIMITED,Delhi,2020-01-30,2
U51909DL2020PTC361111,SUBHASH EXIM INDIA PRIVATE LIMITED,Delhi,2020-01-30,2
U93090DL2020PTC361119,ANABLADE PRIVATE LIMITED,Delhi,2020-01-30,2
U51909DL2020PTC361116,CHEMFOUNT INTERNATIONAL PRIVATE LIMITED,Delhi,2020-01-30,2
U15100DL2020PTC361108,AGRO NATURE INDIA PRIVATE LIMITED,Delhi,2020-01-30,2
U51909DL2020PTC361125,BUCTERS TRADING PRIVATE LIMITED,Delhi,2020-01-30,2
U15540DL2020PTC361134,EMPYREAN BEVERAGES PRIVATE LIMITED,Delhi,2020-01-30,2
U51909DL2020PTC361132,STERILE INTERNATIONAL PRIVATE LIMITED,Delhi,2020-01-30,2
U63030DL2020OPC361127,NASSAL SOLUTIONS (OPC) PRIVATE LIMITED,Delhi,2020-01-30,2
U51909DL2020PTC361149,MODALIFE COMMERCE PRIVATE LIMITED,Delhi,2020-01-30,2
U63030DL2020PTC361122,STIVEDS TOURS & TRAVELS PRIVATE LIMITED,Delhi,2020-01-30,2
U51909DL2020PTC361158,WONDER SHINE INDIA PRIVATE LIMITED,Delhi,2020-01-30,2
U63030DL2020PTC361136,AEROGUIDE AVIATION SERVICES PRIVATELIMITED,Delhi,2020-01-30,2
U73100DL2020NPL361090,CCG INNOVATIONS FOUNDATION,Delhi,2020-01-30,2
U72900DL2020PTC361092,SAFE HAVEN SOLUTIONS PRIVATE LIMITED,Delhi,2020-01-30,2
U45203DL2020PTC361140,MARCOTEC INFRA SOLUTIONS PRIVATE LIMITED,Delhi,2020-01-30,2
U72900DL2020PTC361104,COLLABRAINZ DIGITAL SOLUTIONZ PRIVATELIMITED,Delhi,2020-01-30,2
U74140DL2020PTC361085,EHUD LABS PRIVATE LIMITED,Delhi,2020-01-30,2
U72900DL2020PTC361114,GEE EMPIRE PRIVATE LIMITED,Delhi,2020-01-30,2
U74140DL2020PTC361098,BEAR GOODS PRIVATE LIMITED,Delhi,2020-01-30,2
U72900DL2020PTC361118,TRIMTECH INDIA PACIFIC PRIVATE LIMITED,Delhi,2020-01-30,2
U52100DL2020PTC361159,LEMON TREE GLOBAL ECOM PRIVATE LIMITED,Delhi,2020-01-30,2
U72900DL2020PTC361130,SHASHWAT BHARAT INFO SOLUTIONS PRIVATELIMITED,Delhi,2020-01-30,2
U52190DL2020FTC361161,AEROCOMPACT INDIA PRIVATE LIMITED,Delhi,2020-01-30,2
U72900DL2020PTC361133,SAGAX TEAM PRIVATE LIMITED,Delhi,2020-01-30,2
U52190DL2020PTC361148,COOLSPOT MOBILE ACCESSORIES PRIVATELIMITED,Delhi,2020-01-30,2
U45500DL2020PTC361105,SAINI BUILDERS AND CONSTRUCTION PRIVATELIMITED,Delhi,2020-01-30,2
U64200DL2020PTC361112,ANL NETWORK PRIVATE LIMITED,Delhi,2020-01-30,2
U24299DL2020PTC361107,VIRAJRAMAGYA BIO CHEMICAL PRIVATELIMITED,Delhi,2020-01-30,2
U64200DL2020PTC361150,ABHASH TELECOM PRIVATE LIMITED,Delhi,2020-01-30,2
U70200DL2020PTC361109,ILIE DEVELOPERS PRIVATE LIMITED,Delhi,2020-01-30,2
U65990DL2020PLN361156,COFHOME NIDHI LIMITED,Delhi,2020-01-30,2
U71290DL2020PTC361137,LYOR LIFE PLATFORM SERVICES PRIVATELIMITED,Delhi,2020-01-30,2
U45309DL2020PTC361138,THEMES GOLDEN CREATIONS PRIVATE LIMITED,Delhi,2020-01-30,2
U28999DL2020FTC361152,ACS INDUSTRIES INDIA PRIVATE LIMITED,Delhi,2020-01-30,2
U72501DL2020OPC361131,ALIGNANT TECHNOLOGY SOLUTIONS (OPC)PRIVATE LIMITED,Delhi,2020-01-30,2
U70109DL2020PTC361128,MAHENDRA ABODES PRIVATE LIMITED,Delhi,2020-01-30,2
U29309DL2020PTC361113,IFA MACHINE AND EQUIPMENT PRIVATELIMITED,Delhi,2020-01-30,2
U31900DL2020PTC361096,SDS AUTOTECH INDIA PRIVATE LIMITED,Delhi,2020-01-30,2
U32100DL2020PTC361155,AMF PRODUCTION HOUSE PRIVATE LIMITED,Delhi,2020-01-30,2
U26914DL2020PTC361013,AJANTA SANITARYWARE PRIVATE LIMITED,Delhi,2020-01-29,3
U70200DL2020PTC361034,SHUBHKARYA LAND DEVELOPMENT PRIVATELIMITED,Delhi,2020-01-29,3
U74999DL2020FTC361037,PENTAGONE PERFORMANCE INDUSTRY PRIVATELIMITED,Delhi,2020-01-29,3
U72200DL2020PTC361029,VERB INNOVATIONS PRIVATE LIMITED,Delhi,2020-01-29,3
U74999DL2020PTC360997,DEKHODUNIYACOM FOREX PRIVATE LIMITED,Delhi,2020-01-29,3
U27205DL2020PTC361078,RIKAYAA ENTERPRISES PRIVATE LIMITED,Delhi,2020-01-29,3
U74999DL2020PTC361003,WEB MARTINI PRIVATE LIMITED,Delhi,2020-01-29,3
U28110DL2020PTC361052,FENSTER HOLZ INDUSTRIES PRIVATE LIMITED,Delhi,2020-01-29,3
U74999DL2020PTC361004,JMD BEAUTY SUPPLY PRIVATE LIMITED,Delhi,2020-01-29,3
U70103DL2020PTC361082,PAWAN KUMAR TECHNOINFRA PRIVATE LIMITED,Delhi,2020-01-29,3
U74999DL2020PTC361010,BROTHERS EMPIRE PRIVATE LIMITED,Delhi,2020-01-29,3
U31200DL2020PTC361032,DCAC ELECTRIC PRIVATE LIMITED,Delhi,2020-01-29,3
U74999DL2020PTC361012,STATISTA BOOKKEEPING PRIVATE LIMITED,Delhi,2020-01-29,3
U31900DL2020PTC361018,BALNEO WELLNESS TECHNOLOGIES PRIVATELIMITED,Delhi,2020-01-29,3
U74999DL2020PTC361016,EAASMA PROJECTS AND CONSULTANT PRIVATELIMITED,Delhi,2020-01-29,3
U31909DL2020PTC361058,NEXTBOT COMMUNICATIONS PRIVATE LIMITED,Delhi,2020-01-29,3
U74999DL2020PTC361027,KARTROOF24X7 E-COMMERCE AND SERVICESPRIVATE LIMITED,Delhi,2020-01-29,3
U74300DL2020PTC361040,CROFY SERVICES AND MARKETING PRIVATELIMITED,Delhi,2020-01-29,3
U74999DL2020PTC361042,AMS RUST SOLUTION PRIVATE LIMITED,Delhi,2020-01-29,3
U63040DL2020PTC361064,AUKLETR PRIVATE LIMITED,Delhi,2020-01-29,3
U74999DL2020PTC361050,ADVENTURE 360HIKERS PRIVATE LIMITED,Delhi,2020-01-29,3
U63040DL2020PTC361081,VENUS TRIP PLANNERS PRIVATE LIMITED,Delhi,2020-01-29,3
U74999DL2020PTC361056,BEST HOSPITALITY (INDIA) PRIVATE LIMITED,Delhi,2020-01-29,3
U85200DL2020PTC361062,ASCLEPIUS CARE PRIVATE LIMITED,Delhi,2020-01-29,3
U74999DL2020PTC361061,EDGELINK MANPOWER PRIVATE LIMITED,Delhi,2020-01-29,3
U85300DL2020NPL361001,JHFE FOUNDATION,Delhi,2020-01-29,3
U74999DL2020PTC361066,ORIENT FACILITIES MANAGEMENT PRIVATELIMITED,Delhi,2020-01-29,3
U85300DL2020NPL361006,SAHITYA SANCHAY SHODH SAMVAD FOUNDATION,Delhi,2020-01-29,3
U74999DL2020PTC361069,TRYFY RETAILS PRIVATE LIMITED,Delhi,2020-01-29,3
U85300DL2020NPL361024,MOKSHMARG FOUNDATION,Delhi,2020-01-29,3
U74999DL2020PTC361076,QUICKBIZZ ADVISORS PRIVATE LIMITED,Delhi,2020-01-29,3
U85300DL2020NPL361028,INTERNATIONAL HUMAN RIGHTS COUNCIL,Delhi,2020-01-29,3
U74999DL2020PTC361077,ORVIN FABERPOOL EXPORT PRIVATE LIMITED,Delhi,2020-01-29,3
U85300DL2020NPL361045,EDUCATION ABSTRACT ASSOCIATION,Delhi,2020-01-29,3
U74999DL2020PTC361079,LEGAL HARBOUR PRIVATE LIMITED,Delhi,2020-01-29,3
U85300DL2020NPL361057,SOWGOOD FOUNDATION,Delhi,2020-01-29,3
U74999DL2020PTC361080,THINKCUTIEFUL PRIVATE LIMITED,Delhi,2020-01-29,3
U85300DL2020NPL361071,MRIDULA AND NILU FOUNDATION,Delhi,2020-01-29,3
U74999DL2020PTC361083,VSAL SECURITY SERVICES PRIVATE LIMITED,Delhi,2020-01-29,3
U92100DL2020PTC361000,INTEXT NEWS AND EVENT PROMOTERS INDIAPRIVATE LIMITED,Delhi,2020-01-29,3
U45201DL2020PTC361026,UMMI INFRATECH PRIVATE LIMITED,Delhi,2020-01-29,3
U93000DL2020OPC361067,SMUK (OPC) PRIVATE LIMITED,Delhi,2020-01-29,3
U93090DL2020PTC361008,MOUNT JUBLIANT INTERIORS PRIVATE LIMITED,Delhi,2020-01-29,3
U52609DL2020OPC361015,API MERCHANDISE (OPC) PRIVATE LIMITED,Delhi,2020-01-29,3
U15400DL2020PTC361055,KADDU IN MY KITCHEN PRIVATE LIMITED,Delhi,2020-01-29,3
U52609DL2020PTC361047,HARSHANK SONA CHANDI BUYERS PRIVATELIMITED,Delhi,2020-01-29,3
U63000DL2020PTC361017,DOUTCHMARK INDIA PRIVATE LIMITED,Delhi,2020-01-29,3
U80302DL2020PTC361038,JEE CHAMP EDUCATIONAL SERVICES PRIVATELIMITED,Delhi,2020-01-29,3
U63030DL2020PTC361053,AWM LOGISTICS PRIVATE LIMITED,Delhi,2020-01-29,3
U85100DL2020PTC361007,UTSAV HOSPITALS PRIVATE LIMITED,Delhi,2020-01-29,3
U63030DL2020PTC361060,TRANSLOGIX SUPPLYCHAIN SOLUTIONS PRIVATELIMITED,Delhi,2020-01-29,3
U85100DL2020PTC361041,CHG EHEALTHCARE PRIVATE LIMITED,Delhi,2020-01-29,3
U72900DL2020OPC361036,MBIZSOL (OPC) PRIVATE LIMITED,Delhi,2020-01-29,3
U85110DL2020PTC361074,CARAFIT INDIA PRIVATE LIMITED,Delhi,2020-01-29,3
U72900DL2020PTC361009,FORGETALE GAMES PRIVATE LIMITED,Delhi,2020-01-29,3
U33125DL2020PTC360998,DR. MANN LIFESCIENCES PRIVATE LIMITED,Delhi,2020-01-29,3
U72900DL2020PTC361011,NEXTWHAT AUTOMATION INDIA PRIVATELIMITED,Delhi,2020-01-29,3
U34300DL2020PTC361051,ROMA E-MOBILITY SOLUTIONS PRIVATELIMITED,Delhi,2020-01-29,3
U72900DL2020PTC361022,OCEANGROWTH INTERNET PRIVATE LIMITED,Delhi,2020-01-29,3
U36999DL2020PTC361059,HIMALAYAN DUROPLAST PRIVATE LIMITED,Delhi,2020-01-29,3
U72900DL2020PTC361031,SMAG MEDTECH PRIVATE LIMITED,Delhi,2020-01-29,3
U17299DL2020PTC361048,RADIANCE INTERNATIONAL PRIVATE LIMITED,Delhi,2020-01-29,3
U72900DL2020PTC361035,BIG BANG PLAYTECH PRIVATE LIMITED,Delhi,2020-01-29,3
U17299DL2020PTC361054,VKAP APPARELS PRIVATE LIMITED,Delhi,2020-01-29,3
U72900DL2020PTC361039,FOUR SEAS INFOTECH PRIVATE LIMITED,Delhi,2020-01-29,3
U51909DL2020OPC361002,INTERKONNECTINGBLUES (OPC) PRIVATELIMITED,Delhi,2020-01-29,3
U72900DL2020PTC361043,B.COMMERCE TECHNOLOGIES PRIVATE LIMITED,Delhi,2020-01-29,3
U51909DL2020PTC361019,ORALOWS TRADING INDIA PRIVATE LIMITED,Delhi,2020-01-29,3
